Accession,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F42,OCwt1,OCwt1.1,OCwt2,OCwt2.1,OCwt3,OCwt3.1,OCwt4,OCwt4.1,OCwt5,OCwt5.1,OCwt6,OCwt6.1,OCwt7,OCwt7.1,OCwt8,OCwt8.1,OCwt9,OCwt9.1,OCwt10,OCwt10.1,OCvar1,OCvar1.1,OCvar2,OCvar2.1,OCvar3,OCvar3.1,OCvar4,OCvar4.1,OCvar5,OCvar5.1,OCvar6,OCvar6.1,OCvar7,OCvar7.1,OCvar8,OCvar8.1,OCvar9,OCvar9.1,OCvar10,OCvar10.1,iBAQ G.P 1,iBAQ G.P 2,iBAQ G.P 3,iBAQ G.P 4,iBAQ G.P 5,iBAQ G.P 6,iBAQ G.P 7,iBAQ G.P 8,iBAQ G.P 9,iBAQ G.P 10,iBAQ P.P 1,iBAQ P.P 2,iBAQ P.P 3,iBAQ P.P 4,iBAQ P.P 5,iBAQ P.P 6,iBAQ P.P 7,iBAQ P.P 8,iBAQ P.P 9,iBAQ P.P 10,BENIGN_1,BENIGN_2,BENIGN_3,BENIGN_5,BENIGN_7,BENIGN_8,MALIGNANT_2,MALIGNANT_4,MALIGNANT_5,MALIGNANT_6,MALIGNANT_7,MALIGNANT_8,HGSOC_SA01,HGSOC_SA02,HGSOC_SA04,HGSOC_SA05,HGSOC_SA06,HGSOC_SA09,HGSOC_SA10,HGSOC_SA11,HGSOC_SA15,HGSOC_SA16,HGSOC_SC01,HGSOC_SC02,HGSOC_SC04,HGSOC_SC06,HGSOC_SC08,HGSOC_SC10,HGSOC_SC15,HGSOC_SC16,HGSOC_SC17,HGSOC_SC22,HGSOC_SC24,HGSOC_SC27,HGSOC_SC28,HGSOC_SC30,HGSOC_SC33,HGSOC_SC34
P13010,,4860284,,,1725324,,,,,"4105107,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"16,36051331",,"16,52142947","15,96042695","17,35139269","15,89207952","16,71116503","15,10413978","17,53789249","17,10441541","17,43332651","17,05861586",,"15,06378088","16,444327","17,66937444","16,76808729",,,"16,09718196","15,68075822","17,264233","17,72783603","17,60624353","16,54963951","17,12117286"
P13224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,74040766","16,3815992","15,73994661","14,96931382","15,58222149","15,36231316","15,93144519","16,14756203","15,21117284","15,11493307","15,63429898","16,57337152","16,51997486","15,84142225","16,54581355","17,15549229","15,49046146","14,79647829","17,06707698",,"15,59408175","15,83767157","15,54116309","16,13082739","15,9366634","16,53407913"
P13473-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120390,0,634940,57277,284470,321600,131770,387650,300610,0,93509,0,299380,14393,369800,186490,387660,42428,963060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13473-3,,,,,,,,,,,,227641312,230822720,226800752,168453520,139421920,99732472,149951712,98130512,130469136,110314640,123675968,70446336,106766960,119090233,43090080,36073928,78775072,65842244,174420784,81181944,125338952,152664656,121916528,124681816,116138224,126703376,46753232,65930360,43679944,37264360,128189624,78796680,254245824,220527632,281642624,235599808,245566880,127208904,146997744,120906433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13489,"22743343,63","9643883,5","4057002,625","13893963,5","16607215,5",,"14355097,5","8059920,25","8527465,25","34986691,88","13622768,25",413436905,461321629,427687007,259685022,304115943,380575710,464837997,365120610,249317392,232752178,531306839,279288974,301722565,261011560,332709968,115343883,87941448,116149940,314907878,322296141,382513186,269552249,529148686,309384876,473298487,391363722,459629152,420540833,1880600976,1616032448,798877353,618651339,211237601,255322143,433486092,289542341,233727409,349215446,157783014,233903219,1045300,91257,232050,84248,"7615,5",612510,9485,331430,49376,262190,123910,76927,223780,0,578070,241870,128860,16183,71014,208290,,,,,,,,,,,,,"19,39559161","18,16423417","19,04038091","18,8228444",,"19,99165218","17,76489222","18,77845474","18,54467104","18,65863889","19,19728827","19,17534311","20,07265199","20,99297777","18,95145291","18,37857314","19,72745224","18,35081343","17,12825526","17,98144508","18,49226981","19,21627808","17,95922135","17,88526779","18,82980478","17,88749416"
P13497,,,,,,,,,,,,,,9593091,12046030,,1740316,,,2205175,2987253,,,,1508009,,,6172449,,,3058979,,,,,,6392833,,,6301305,,,,,,,1115936,,,,,0,0,238460,57355,54217,87032,77802,0,"3191,8",63966,40754,0,44723,0,0,14852,93128,"1702,3",87840,0,,,,,,,,,,,,,"14,48213336",,,,,,,,,,,,"13,92997494",,,,,,,,,,,,,
P13533,194500304,,160046336,"76023,42969",,"4500927,5","263742,8125",175567904,,58450124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13591,"275100447,5","238854833,3","269036129,5",245617366,"383280113,6","198663986,8","232619938,4","210110243,1","197169723,8",251557211,198859931,943850970,1007407511,500602717,503466088,636881912,687023834,933991817,832145603,635684376,623684575,632486604,363544477,960891032,693717903,291900598,232150428,603381224,454903405,750498443,484140566,762226835,704062627,442413097,546583508,530276921,539046748,239212314,316390442,525337818,297942742,795956022,683197684,581732065,571252264,1116812657,773336981,967616035,845727548,736939364,493993255,785320,122090,610100,342780,392840,445240,472330,1381600,399160,500810,390670,353990,559490,746790,567680,612440,471890,433770,148860,1232700,,,,,,,,,,,,,"20,1839768","19,89563237","20,65994393","20,50083504","20,53576583","19,70382235","19,75251024","19,53369464","19,05344521","19,84988453","19,70833789","20,26415678","19,59711229","19,74942093","20,11100947","19,50937019","19,42652814","19,09374146","20,64187897","19,23971037","19,54923926","20,10192695","19,30409814","20,42150441","19,72727901","19,32327544"
P13598,188973846,"146326069,3",121964978,116049510,75613347,76582399,"103951926,6",71439515,103929722,127514690,119384074,492797264,649301760,792796992,796148896,428189672,519237088,721564976,764982096,418819072,501563824,371903600,228409048,727459120,549685312,1001995584,722013072,647847264,584362432,634656464,490068288,596631952,555765776,350055120,629096384,680667376,778306608,366400040,469264064,796175792,839599056,593740448,508497104,695719984,512598976,727529120,600145152,584421696,478689792,531989408,413300056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,33042062","22,48897406","22,70961532","22,70254512","22,95992275","22,16943944","21,97298651","21,89780858","22,06106999","22,03548333","22,81834423","22,55005959","23,11880953","22,37131663","22,93160086","22,46785858","22,24074896","22,81725584","22,08966632","21,91734606","22,28922558","22,84075619","22,5455019","22,88423509","22,53718138","22,04754985"
P13611,,,,,,,,,,,,14856113,4096917,11980125,24692154,8987081,5194211,24791892,27038743,,3245320,4110797,,,4125628,2997674,40564366,,,,,,6984577,8175519,10390970,26770841,12922755,4257576,7371879,,,9194921,8691154,11193604,8242915,7035691,10879520,12362408,2498925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,85216293","15,76609282",,,,,,,,"16,22809021",,,,,,,,,,,,,
P13611-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3905,114120,22605,160780,14386,229500,0,71378,35350,149280,215840,163840,388750,329090,55080,143310,196910,316910,38570,54255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13639,,,,,,,,,,,,,34835832,,,,294552,,,,,6195609,2217101,,981238,,,,1129133,,,,31507522,,,,12572019,,,,3194304,,18082018,,,,4703029,33783036,15472834,,,217930,"9106,8",0,13034,636220,81620,11017,0,213110,280980,0,13285,167530,69753,568330,43924,26684,72929,427130,11798,,,,,,,,,,,,,"15,87167561","16,97588599",,,,,,,,,,,"16,42645781","16,17063766",,,,,"14,51074315",,,"14,70854307",,,,
P13645,"357717613,9","159189388,8","328871297,5","220524940,7","337720932,8","173126827,3","437276285,1","244104186,5","145020250,9","415349550,9","140344740,3",5611688087,5243155918,3671696398,2916375285,4422759679,2895329425,3702124089,1246350690,7057632907,5453583164,3102043369,1251028210,2986595922,1763933114,6308936855,4890539540,11839716166,9207848158,12004026288,10324595014,4954841783,4145378864,3612368247,3655353009,2526378773,1962319185,2628358638,1980625663,692979895,636193218,2810754990,2023569829,3211384043,2522573865,3440798367,2495880804,2129692873,1575999577,5160586470,3766113601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,46787457","18,8885371","21,27784761","20,11094874","20,96288871","18,99160542","22,34828471","20,40754815","20,63273817","22,11764249","19,6239536","20,16756922","19,69450282","19,91005677","21,81736683","18,25175476","21,13618653","20,81532372","19,3420155","19,49249541","19,78204841","20,0186257","19,76815885","20,35195349","19,53629526","20,34969807"
P13647,"2424578,25","10019315,25","6008679,25","8826781,5","13555000,5","3923800,5","14340858,25",5370587,"1686702,75","12726008,25",6855688,253634194,409777459,72906114,106664002,148750710,132763615,125021432,156527255,328016022,348963634,66844679,51262056,112473219,108452405,102540530,91907903,61590090,78636692,230719220,265157067,230718605,259308976,114625186,152866819,75192271,79197163,97099364,104599855,23902244,5415314,95413377,117965929,189227410,176301886,112035093,138354933,79786656,111920922,20769924,12201548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,35655094","15,48090158","16,53904132","16,88651039","17,73437756",,"18,69861897","16,48725533",,,"14,99180981",,"16,40824773",,"19,27518456",,"17,52716575",,,"16,28033954","16,13471697","14,91043621","16,80299134","17,05193176","15,15267439",
P13667,"7577642,875","4733091,328","8033632,625","5113889,578","4988692,996","7493118,563","5842934,969","7378670,313","5932451,297","22806604,94","12525328,78",13773126,38773513,28840693,43244818,24985801,37886597,8113020,35418520,42005085,81325970,14607005,2478031,62988890,56814771,91059352,95260800,41677465,20697544,16460914,37133595,36720834,26778190,27749719,58862051,34054564,60528957,16387171,28629966,19939645,16150316,20369467,30444505,45309148,12864261,3576071,28637021,14078717,19051697,31144555,11301599,248120,517140,77737,563140,409770,230060,349860,245240,2353000,1122200,1854800,275510,154340,1713700,390340,1122000,686960,899820,1017500,4987800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13671,24002184871,15733176122,20535408262,13793399196,16394639870,11882302919,14916566336,21110217522,14283720820,14707200982,18892238994,70312842509,78047841370,80459533172,78232363820,54407488018,51229188182,73799681641,64099579305,65346647805,65232065172,47158718299,30209178144,94202547563,68943609681,86045515692,65808788657,72468982381,64516968198,78539279666,55514805462,64524696576,60865358671,63872901431,77093281506,76221502192,75359348983,75636410141,77518149731,44532412937,35509904851,79414189506,68369926816,80300480598,63965729216,74546812595,57758557165,68402705632,50315168225,81372482497,55616237632,62833000,99876000,104440000,69542000,61720000,48657000,102560000,73486000,75568000,86874000,88688000,111770000,84458000,47499000,58586000,64159000,90041000,69237000,73599000,95071000,"1,253319126","1,035692874","0,1024766763","0,6719899462","0,3110596767","0,05645604395","1,713614873","0,705458587","1,382174325","0,8739153098","0,5554920826","0,4623890187","26,74283477","26,00354563","26,44938482","26,20853281","26,0066903","26,41920891","26,24616549","26,03866783","25,58008947","25,87678946","26,06062641","26,13784637","26,79298978","26,72488252","26,19620247","26,59137645","25,55685918","26,00653711","26,22827718","26,01058777","25,74627707","26,40703986","26,24887229","26,071507","25,9641171","25,82888022"
P13686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,60052439",,,,"15,70956636",,,,,"15,79835473",,,"15,52017658",,,,,,,,,,,,,
P13688-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,144560,0,0,0,48344,0,0,0,57013,0,45148,0,146230,0,84393,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13693,22006707,,,678375,"259737,2031",,,"381278,3125",,"1547447,125","3552088,25",,,4132913,,,,4364617,,3752123,,91114088,66126073,,,17005104,,,,6791501,,7204105,,,,,,,,31420838,20306320,,24270530,,,,,,6452587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13716,,,,,,,,,,,,108825648,113736652,65076973,61898312,213522038,198578713,47463527,38793467,29394825,24955656,75147816,32005029,53130745,40918534,166606219,122707822,,,363492156,316037907,58401224,45470325,165162120,222872794,279739547,302360506,471876574,595278122,1619966978,1676922535,543424449,470695169,120860040,91432980,208675373,143403186,90884596,87030852,195718344,194872880,19107,57510,73434,199360,0,264680,0,0,280310,0,238500,0,114580,0,178000,11934,0,394510,27762,0,,,,,,,,,,,,,"18,55814479","17,10297886","17,7261918","17,81804074",,"19,71954675",,"16,8893476","17,69983977","16,48973579","17,22911744","14,60377635","19,73203693","21,09148456","15,57000613","16,9520831","19,32919545","15,94029162","15,66811686","16,23446966",,"18,69286119","15,76191518",,"16,51927075",
P13716-2,"46650524,25","21667279,06","14279169,69",23554294,44209643,"4159014,75","21874442,5","16408483,75",8769752,"35483564,5",20122555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13727,,,,,,,,,,,,8781528,5224769,,10972043,4773579,13771526,18820136,25601631,2621112,4943782,6225202,3304357,27830238,28362015,27876432,20039912,7643216,46844705,45896072,11265901,,,,30431558,,4042201,,,77393098,37325382,54941044,,3294225,2115751,4651271,3982227,,,4063053,,0,130860,0,153340,0,0,35806,97950,131360,0,75619,0,25465,0,0,1123000,0,0,29445,107160,,,,,,,,,,,,,"16,88878317","20,03973439","19,51271943","19,02393123","18,63569882","18,23929006","18,39550864","17,88046444","16,83187741","16,23820829","17,45930935","17,04919474","18,22802487","17,73702653","18,41106631","17,02613796","17,37794545","18,3424379","18,5396521","18,39972081","16,67805504","18,6337738","17,61551135","18,32065651","16,63901924","18,03631011"
P13747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,97109485",,,,,,,,,,,,,,,,,,,,,,
P13796,3360319811,15456145628,2250315875,12381480008,13143684342,7072201421,9936384116,2025118863,13818595099,2562827213,16120705461,3046464372,5298042681,2771790180,3640501662,1690127505,2704952366,2681115614,2767805666,2688089082,3344636940,3406293514,2113480962,4632934472,2598790385,4408167989,3478943612,1323329512,958437638,3347876645,1988910624,2754520319,3830552703,1971237204,2470177067,2690057847,2772529074,1841355518,2387151147,3705705051,3489399857,3912799346,2830786258,4380437894,3223400395,3891614255,2631961733,2574998504,1916438673,3035119470,1853796746,14172000,5643000,12568000,6100500,6207700,10021000,5176600,8941800,9885600,6312000,1654200,1388000,1841300,3865800,2436300,2590600,6354600,4462200,7453600,10704000,,,,,,,,,,,,,"22,18094932","22,06065463","22,68011394","21,96936494","21,23823776","21,87804886","21,880096","21,24374662","22,03504646","21,76620094","22,02414082","21,90734919","22,52441314","22,93007628","22,07665377","21,66351012","22,00278636","22,0808277","22,03526336","21,27766495","21,08444809","22,89652445","21,93340874","21,55965315","21,61651411","21,71989135"
P13797,,"232042,4844",,"549993,875",,,764042,,"279093,0938","1965351,375",,4296251,50613980,25189074,16299493,29987218,36336163,3368306,27118608,15071255,10298404,8847653,3781167,21889960,10063411,17586418,13296679,5779535,15903148,14339526,12750291,18311201,12313788,19512712,13335629,18728681,16058355,12627775,21759086,26984404,20490289,19611976,10529871,18509598,,,2996895,12581411,17565382,16674424,18154886,0,181250,66279,74177,85710,44875,66138,25958,75785,86245,32256,124530,0,325300,39474,0,78928,132420,46212,183960,,,,,,,,,,,,,"21,74549472","21,98184037","22,65597994","22,21792411","21,5158588","22,25864274","21,92756847","21,56250924","22,61423874","22,55471901","21,99761917","22,1622521","21,3792526","21,88086596","21,46300582","22,20810863","22,05395241","21,08016373","22,46899534","20,51653074","20,84407414","21,76656041","21,11279887","21,79068031","21,84831762","21,59606997"
P13798,14854137,"7990589,313",19164026,"12410424,88","8704397,25",405584192,28989788,,"1480912,625","16914655,88",462721440,88627672,240000262,177624014,79530285,141792199,136740264,55695220,81084719,201010438,192615691,170336308,112768879,205177332,132723704,70592041,330587723,427041206,477908912,543784354,230598350,250823478,138418945,200069945,848199450,243646454,690831596,457809140,658732882,2649825521,2229938092,684283506,453126993,274457824,163062753,330574212,278223743,285687614,180061122,484204052,185719837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,70786221","16,91985586",,,"15,24893015",,,,,,,,,
P13861-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,43263172","18,51908853","18,47833937","18,83099612","17,58354213","19,12321622","18,65374762","17,85294986","18,16602574","18,48920406","18,74490173","17,87719948","20,09801688","20,42855551","18,63159787","18,82044202","17,48493787","19,24858257","18,08942132","17,59613458","17,6396981","20,53981993","18,78427548","17,80002015","17,75646338","15,86951164"
P13942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P13987,,,,,,,,,,,,16590673,51811932,,,,,,,,,47909354,36848981,,,,,,,,2721013,,,3531840,,3491119,11841669,,,,4501352,,16693257,,,,,,13346303,2558636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,54288072",,,,,,,,
P14151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4569200,1920400,1884300,1856600,3026300,1626500,460650,1027600,456230,467050,317990,228690,1031000,2784300,22732,3945800,2441400,1216100,3300600,1070600,,,,,,,,,,,,,"21,46842265","21,49285912","22,51430812","22,58841552","22,7727936","21,11725877","21,34832889","21,34662165","21,29025637","22,23156929","22,26221359","21,7238129","21,74112805","21,83753818","22,66053903","20,79995108","21,80842451","21,45598696","22,49488755","21,86019814","21,93094283","22,01707313","21,95626211","22,47855787","21,95464828","21,78480319"
P14151-2,"545436531,5",544107901,"438054140,6","334872688,8","481204515,5",337427024,"408008976,5","409283072,5",521027816,"525308982,9",502011834,1728850654,1299494721,569458576,616022487,761676410,541608579,998526400,555918717,675550566,755421211,880945541,368120490,900245074,640784698,918649174,537070643,457796986,559338192,502663312,455238481,852372425,705029985,460890670,590119166,824659954,743239314,476260361,386194153,410297151,131986232,733482601,532096019,1026459060,954674434,1364562983,745359983,909179676,702159132,305111882,174007012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14174,47590452,9270922,9156052,9562819,17054536,,"7616298,5","3244754,25",12311398,14900300,11693269,77400832,67527504,,30253074,128678984,118702632,29197202,33322714,9888715,21454108,162459760,112309033,55975092,50860560,146045376,135132336,,7495562,103848800,85598440,29596152,30017714,30727640,50932096,54741180,87358040,63120464,87506648,971772800,919150784,160726960,141348784,59611020,47559128,64164420,64886180,42930012,29685070,35623240,58994900,2920800,1993200,941880,1560000,0,1740500,280670,1596100,507200,1669800,820460,726450,990150,620190,1161900,0,2496600,664150,838540,530800,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,32411591",,,,,,,,,,
P14207,,,,,,,,,,,,21125938,30348096,27472198,28244382,22532450,15839036,22770670,22281784,35220440,48961092,24190622,17614150,21240042,22036030,47861140,35649204,27862100,18603940,28143056,14780049,17239572,19376270,15712591,25258634,28404950,39847464,24182392,23691904,,,23357492,33180606,38680276,31664386,29759592,25805188,23339768,13165170,34302804,15277588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14222,,,,,,,,,,,,2725593,,,,,,197384,227461,,,,,336819,,,,,,,,551684,,,,,,,,,,,134212,,,,,,,,,182990,98981,0,0,0,0,0,0,0,0,0,0,0,0,115100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14314,"46041013,5",12397752,"32508888,5","12609974,5",,,"9939013,25","21610919,5","4749180,125",13729561,17706156,12696984,247585033,54449002,44601300,40535730,84910280,,57492664,131007172,105155388,102263732,90126244,107415772,39948455,66654488,56973058,52273260,56511754,75013302,210010324,46614001,34425152,22112388,69032371,50635602,42983230,29591512,33972180,,,84291008,101847754,249966550,111441666,139036299,50348568,4258139,110091593,75103796,29922778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,46175091","16,64874642",,,"17,00303861","16,87759925",,,,"13,64036114","16,86254663",,,,,"14,7239731",,,"16,87333145",,,,,,
P14317,,8885348,,"3878036,25",7577876,,,,"5731391,5",,"4599617,5",,,,,73706,,,,,,,,,,,,,,,,,,,,,,,,10887289,8569161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,5624826",,,,,,,,,,,,,,,,,,
P14324,,"1701777,875",,"3859857,75",,,,,,,,,,,,,3855067,,,,,,,,,,4029748,,,,,,,,,,,,6601007,48469332,44337952,3291457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14324-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14074,0,0,0,73770,35522,0,80331,0,0,0,0,0,0,0,0,0,0,56790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14543,"258766619,3","153288139,5","118625838,3","133846967,7","133109136,4","123067088,3","144530866,4","93545762,75","138477550,2","102818445,5","97255723,13",948418472,1006234194,1412968096,1291107695,689481762,849308389,1023342099,790316527,471283087,571906644,542138846,352645868,1069753898,849122798,1697187863,1226726236,1118418370,501777859,1121232371,711229734,910679535,869237727,866822715,1116435635,897441912,995384243,784287313,689754761,608156805,299005983,503034100,460507302,757255891,711592006,879854146,614742694,682652557,467763350,832569932,788857158,223750,227190,473290,528540,145950,447440,669810,320510,246150,770040,369120,1098600,875220,511390,613610,807760,703450,51127,474000,267640,,,,,,,,,,,,,"17,95807668","17,8587104","17,6053274","18,2489221","17,01937389","16,93507269","18,0251381","17,11959982","16,76359345","15,29058856","17,42451844","17,29954432","18,97613156","16,98326113","17,87236664","18,14759306","16,52396838","17,45935065","17,63762463","17,27796729","17,49682059","17,74065083","17,44163143","17,37165464","16,8809109","17,14964003"
P14550,"1842968,25",,,"1297690,5","935820,0625","364912,7188","540955,875",,"544872,375","2900769,5","3868056,375",2254506,5684355,3069049,,26991005,22225504,4774766,,,1909683,3980607,2627138,,,,2726946,3485606,5579841,,1871030,,,4224850,5588841,10437912,7647772,10970400,8988464,51636240,44909892,,6354439,2628191,2961943,5628260,4493990,,,,,148770,0,397590,470250,0,168050,1337000,0,0,0,375060,0,446400,227680,0,0,520170,374070,398260,3527800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,93937617",,,,,,,,,,,"15,61160389",,,,,,
P14618,"252768574,3","38543609,72","65378041,38","51133651,42","67703894,76","77856293,97","38593174,98","24359519,13","49018586,17","54238735,3","127764513,3",23638520,39704304,90721411,81796964,17820850,25556912,36428711,29544921,61752681,66233110,55965560,20442064,57264111,22759288,294658157,212530260,34037248,18409288,18398926,10122744,39204444,39242844,23625144,49322088,99238124,73458936,38856000,78315777,337440683,186212144,33451812,57002020,27235148,19260470,,15537897,27824328,11888453,38696004,30081246,3957400,4534100,5968600,4904200,5008100,4353700,1985100,3675800,3013200,3328700,5350600,6031800,3320800,3108000,6292300,1960700,4243500,3652400,4028600,5967200,,,,,,,,,,,,,"18,56764412","17,68249439","18,38483434","18,61708017","17,95485655","18,26660007","18,3734835","17,20516181","18,20276467","18,77519585","18,3299041","17,33614026","19,12796757","19,5491783","18,4976404","17,35343031","17,22277137","18,67852987","18,2560558","18,50015308","17,97033138","18,95794449","17,64904107","17,56510483","17,8578753","17,52027722"
P14618-2,,,,,,,,,,,,,8866003,,,,,,2949768,,,,,8708929,3656510,,7753758,,,12081260,5277658,,5287175,,,,,,,,8141136,,,5992765,3958785,,7481808,13151333,5674145,,,0,24776,20224,"3510,5",13942,28975,0,0,0,0,0,0,0,"4676,4",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14625,"415883371,8","227861563,1","315902085,5","166307927,1","179498214,6","258466730,8","161943235,4","394370075,1","127556081,2","256981333,2","237698839,3",1153298777,1420185192,663243479,629561093,1079426086,1127697055,1003846128,1109919842,866320522,1040591716,1019562357,668014617,1272278052,1113520907,1829249102,1289732979,639709850,477048967,681561523,532129580,433376092,651807835,631590927,913340205,1014882453,1020230975,752975305,690780330,535905605,535598618,1104181624,811565359,824704315,895441697,680756681,682517509,905250872,735545295,645250316,365869329,649970,3712400,3368200,6276600,4175600,1250400,5542900,6053500,3135400,1704700,3356800,8317700,999260,5600200,7978500,6362500,4190000,1463600,5286200,5391800,,,,,,,,,,,,,"18,30319402","18,34993065","18,78438227","18,6073902","18,62500422","17,64745878","17,83075481","17,41683187","18,03499985","17,84320973","17,997012","18,06731436","19,20404589","18,48523172","18,45199559","17,79712274","17,12686413","18,65509595","17,76804678","18,32188557","17,98838246","18,12913551","17,45105827","18,19390385","17,7396703","17,54926174"
P14735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12276,29552,55020,168360,32080,48596,46447,31877,129750,930970,151840,340190,"6758,1",105190,196520,66913,62929,44310,186590,316710,,,,,,,,,,,,,,,,,,,,,,,,,,"16,34745703",,,,,,,,,,,,
