Accession,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F42,OCwt1,OCwt1.1,OCwt2,OCwt2.1,OCwt3,OCwt3.1,OCwt4,OCwt4.1,OCwt5,OCwt5.1,OCwt6,OCwt6.1,OCwt7,OCwt7.1,OCwt8,OCwt8.1,OCwt9,OCwt9.1,OCwt10,OCwt10.1,OCvar1,OCvar1.1,OCvar2,OCvar2.1,OCvar3,OCvar3.1,OCvar4,OCvar4.1,OCvar5,OCvar5.1,OCvar6,OCvar6.1,OCvar7,OCvar7.1,OCvar8,OCvar8.1,OCvar9,OCvar9.1,OCvar10,OCvar10.1,iBAQ G.P 1,iBAQ G.P 2,iBAQ G.P 3,iBAQ G.P 4,iBAQ G.P 5,iBAQ G.P 6,iBAQ G.P 7,iBAQ G.P 8,iBAQ G.P 9,iBAQ G.P 10,iBAQ P.P 1,iBAQ P.P 2,iBAQ P.P 3,iBAQ P.P 4,iBAQ P.P 5,iBAQ P.P 6,iBAQ P.P 7,iBAQ P.P 8,iBAQ P.P 9,iBAQ P.P 10,BENIGN_1,BENIGN_2,BENIGN_3,BENIGN_5,BENIGN_7,BENIGN_8,MALIGNANT_2,MALIGNANT_4,MALIGNANT_5,MALIGNANT_6,MALIGNANT_7,MALIGNANT_8,HGSOC_SA01,HGSOC_SA02,HGSOC_SA04,HGSOC_SA05,HGSOC_SA06,HGSOC_SA09,HGSOC_SA10,HGSOC_SA11,HGSOC_SA15,HGSOC_SA16,HGSOC_SC01,HGSOC_SC02,HGSOC_SC04,HGSOC_SC06,HGSOC_SC08,HGSOC_SC10,HGSOC_SC15,HGSOC_SC16,HGSOC_SC17,HGSOC_SC22,HGSOC_SC24,HGSOC_SC27,HGSOC_SC28,HGSOC_SC30,HGSOC_SC33,HGSOC_SC34
Q5XKE5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,89542341",,"16,83514854",,,,,,,,,
Q5XPI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5XPI4-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5ZPR3,,,,,,,,,,,,,,,29793396,,,,16927476,,,,,,,4045574,,3005066,,,,,,,7318978,,13108522,,11053038,5483722,12589105,,,,,,2940169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5ZPR3-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,24774,0,20860,19663,289830,0,"9741,4",0,0,201110,368340,0,0,29978,0,167630,642260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q60I27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,00966596",,,,"16,19778561","16,83569868","15,89058348","15,86061367","16,16184935","15,85625192","17,02767193","16,5848955",,"15,33745442","15,84489946","17,06936054","15,99506677","15,96223484","16,25103197","16,12315405","16,70883114","15,08126281","16,66633639","15,47884434","15,52094317","16,24138692"
Q63ZY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,9153383",,,,,,,,,,,,,,,,,,,
Q684P5-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9459600,0,1350900,505910,395570,8533600,0,3866600,1626400,13188000,19022000,3167600,5272200,396020,1576900,264480,679630,0,5303300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q687X5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q68BL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,85576165",,,,"19,10969591","18,91618104",,,,,"16,18061077",,,"18,96106089","19,07407491","18,17454361",,,"18,38349947","18,13942069","18,85451537",
Q68CQ7,,,,,,,,,,,,15572710,17327334,15280427,21318942,7030557,8651457,15177801,15746408,16083199,16725718,15499926,5282864,20799944,8232282,5453334,2463581,,7394565,1603658,7652577,18747381,15390302,19436178,25393494,7129932,12210823,4992384,15114772,2690371,,14684401,12957883,19881842,8801319,5165565,3101346,8278932,6300916,,2027312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q68DA7-5,,,,,,,,,,,,,,,4785326,,,,,13330672,7748631,,,,,,,9733081,,,,,,,23338459,46528875,,,,,,,,,,,,,,2684516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q68DN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,90860113",,"19,28499545",,"21,09159748",,"18,72767451","17,04252056","16,0298891","21,82919296",,"20,20939169",,,"18,29423658",,,,,,"16,71473962","18,17691504",,"18,14452321"
Q68E03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,11977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AWB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,"7520,6",0,0,0,0,0,0,0,0,0,0,0,0,38376,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6AZZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,85251205",,,"17,54606606",,,,,,,,,"15,57784105",,,,,,,,,,,,,
Q6BCY4,,,,,,,,,,,,,,,46165280,,18932734,,31408280,,52681964,97445496,17736356,49675848,20933800,34634352,33965360,97665616,,71060824,15622572,,73235048,,27647532,,,,69972000,61850344,52921932,96791768,25361386,44854552,,,11832532,56779816,,83874072,26942794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6DN72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,79616699","21,76974898","22,04930738","21,83111859","21,53781263","22,10125819","21,54402572","21,4759108","22,00821365",,"21,87582384","21,56523832","21,9939464","21,75718265","21,42452246","20,95143679","21,88291778","22,28934628","21,95594705","21,41999743","21,8008416","21,9295637","22,20547353","21,93526086","21,78034341",
Q6EMK4,67074169,"183211197,5",267309808,"199743746,8",143893189,232026409,"228786270,9","144015799,8","110903589,3",211272292,"97401500,75",1150061136,1533338555,1502188276,1566128108,879467628,906309014,1450772323,1513588898,1166981161,1424346742,1255790299,809182404,1485594191,1016290919,1081919657,804884775,898874616,700474500,1493491153,1037805729,1040273217,1146189315,1125515825,1362971026,1166158808,1342699879,780376745,934842568,1009183664,1057690376,1916703552,1845534012,944036375,836764342,1552915972,1187277413,1446407057,1116145034,822932188,838665128,138550000,258710000,247230000,185780000,162040000,106000000,246360000,213730000,225640000,193350000,241280000,229350000,173290000,232220000,161380000,167260000,230750000,178050000,238170000,179260000,,,,,,,,,,,,,"22,13840125","21,63150896","22,42513206","22,33054317","22,23135446","22,69060204","22,65354864","22,03146713","22,13770403","22,41848476","22,51671393","22,46899534","22,79082043","22,75523852","22,0513639","21,78480319","21,77071613","22,19609891","20,81369292","22,05372606","22,19034757","22,3142699","22,38076094","22,52748446","22,00841299","21,85601206"
Q6FHJ7,"2896851,75","2812931,75","1290772,625",,,"6121388,75",,,,"1040977,375","7135658,25",,6632747,,25799258,,,12594358,14920576,7219831,15495044,,5496535,11549082,5288530,,,10244280,7567370,6693663,6049566,15620063,11738472,,7550748,22126930,30516152,4761281,,,3385427,,4752575,,,5451470,4499150,9647761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,14129643",,,,,,,,,,,,,,,,,"16,40074793",,,,
Q6GMV3,,16941612,"1663980,375","153855183,8","96374140,5",16927352,346977504,36743716,"68214063,25",,"35090517,75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6GPI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221030,18344,0,0,149130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6GTS8,,"5675012,75",,"6275093,5",,"39418796,13",,,"6334433,75",,,,,,,,,31510360,25494094,9691468,7608934,,1852650,23941434,20169894,15035104,,6073797,,21902338,10279530,,,,,,,,,43659508,,,,,,15216816,16096911,,,,,0,92390,0,"8507,6",0,23758,0,0,114160,0,"8098,8",0,0,0,212870,0,0,0,277910,95698,,,,,,,,,,,,,,,,,,,"16,52638629",,,,,,,,,,,,"17,29954432",,,,,,,
Q6GTX8-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6IBS0,,,,,,,,,,,8629139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364080,39810,95580,86993,0,214590,0,195990,57907,35222,16538,7784,32713,64988,38652,2800200,23965,11224,0,241190,,,,,,,,,,,,,,,,,,"16,25003573","15,84254309",,,,"15,76407381","15,74105845",,"17,53890779",,"17,72628817","15,20314253","16,19060569",,,"16,24144964","16,7458187",,,,
Q6ICL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,23349278",,,,,,,,,,,"17,56047674",,,,,"15,45632671",,,,,,,
Q6ICL3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10710876,2544722,,,,,,4272574,11892878,,2389868,2691422,7409855,10557015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6IE36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,67752434",,"16,48594512","17,4148865","18,9808768","15,8295256","16,57866178","17,08354995","18,78427548","17,70670215","18,54559869","17,03947158",,"16,6078527","16,93462259","17,31057665","17,27251299","17,51042774","18,77991369","18,64506418","17,7653719","18,34386691","17,63930651","19,49548193","18,2052415","17,44701113"
Q6IQ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5030,7",0,48083,0,0,"6475,4",13656,17527,0,14859,0,9720,0,0,0,0,0,0,0,18955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6KB66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6KCM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,09770765",,,,,,,,,,,,,,,,,
Q6MZM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,25437381","18,63023647","18,82320813","18,43910765","18,73661195","17,84345543","17,95340155","17,11045321","17,07286363","18,15195741","17,13316165","17,83661324","19,17390378","18,91453899","18,86014319","18,03631011","17,82621068","18,06184394","17,43838247","17,75066929","18,29924272","18,8289219","16,32833514","17,92159315","17,92452991","18,09203201"
Q6N022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,97723547",,,,,,,
Q6NXT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6NZ67,,,,,,,,,,,,31255276,29655614,25639662,16186807,4176137,61495544,21496702,,,10599400,,,3531737,13405253,17349495,,,57679470,,11778439,1852660,32436012,20520058,2199923,,4407144,13893410,6081512,,,50969232,32685599,45232812,64134212,,29770036,,31201530,23233856,5470027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P179,26231476,10404591,13350932,,"8877766,5",12810350,"1947402,75",8443439,"423582,4375","4686077,5",25545074,56932149,64265034,175109435,196744704,4747100,15365458,73652418,88231029,128819400,154471125,99385968,65808865,186702253,134909693,78871395,87436181,47325532,58564120,33337704,43999624,98987633,46792575,7099216,20178671,16148005,13199391,,,8430706,3613562,20527223,10552156,97983369,92773621,217313444,218912221,91295554,83661218,98329526,87204133,242570,149460,268620,36694,30430,171280,267930,204250,116620,230660,109950,33175,217650,281410,388150,137810,219180,372290,109200,21147,,,,,,,,,,,,,"17,70002598","16,53032252","17,24450685","16,05617176",,,"17,87578302",,,"17,06156908","17,62723881",,"17,12556904",,"17,11646333",,,"16,83514854","16,30406224",,"17,68310643","18,33529603","16,98966338","16,42358862","17,42515197",
Q6P1L6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,88354636",,,,"20,58623122",,,,,,,,,,,,,"19,25187451",,
Q6P2Q9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P4A8,,,,,,,,,,,,,,,,,,,,,,,1981409,,,16460959,,,,,,,3100966,,,,,,,49857646,33747688,5671476,10107082,30255260,28777429,26080678,12409320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,34193094",,,,,,,,,,
Q6P4E1-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,108020,0,0,156430,0,0,0,0,191210,229460,240960,45841,"8197,5",278070,0,0,143020,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P4E1-4,,,,,,,,,,,,12660019,,,,8513304,,10852303,6547808,17995196,,11253701,11066779,,5046597,21573430,19973806,,,,3443547,6547035,11973758,,,,,,,,2182549,,,,11313555,,,,2175973,5164088,4035904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PCB0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,27212,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PCE3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5688398,,,5783331,,,,,,,30310420,25983200,,,,,,,,,3238002,5847311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PD62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,29194429",,,,,,,,,,,,,,,,,,,
Q6PI73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6PJ69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,22747131","26,65521927","27,35603143","26,86293227","26,49399365","26,81141819","27,27738324","26,56536316","27,33224313","26,68139802","26,77555806","26,69892863","26,86788765","27,40853551","27,10111299","26,96840178","26,48179613","26,96850332","26,62154817","27,28297062","26,79235128","26,98689577","26,63860613","26,705892","26,45480104","25,9096031"
Q6PL24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6Q788,,,,,,,,,,,,,,40862408,3736799,,,6394997,,6080580,6967433,,2476962,4489055,4285293,58260756,34233456,,10513030,,27340616,,,,31558370,,4736328,,36583560,21539508,,,,,,,,,,,12951258,0,0,33216,0,117390,309060,0,0,0,94464,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6S8J3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"1634,8","1552,5",0,0,0,"5898,2",0,0,9703,0,"6651,5","7515,1",0,0,0,0,"1712,3","4656,8",,,,,,,,,,,,,"20,67489862","20,86722169","20,22738497","21,71439833","20,02966982","21,15719875","20,7553173","19,56238915","20,12351618","20,1883197","20,41084112","19,25749686","22,18412696","22,69668805","20,61139002","20,71269453","18,32183235","18,08395916","19,96971487","19,32810205","19,57748729","20,66444199","19,87191967","19,28301156","19,32825991","19,23719405"
Q6S9Z5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6U841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,43608803",,,"16,55093019",,"18,29224798",,,,,,,,,,"17,23608751","18,68302848","18,53477475",,,"16,23075375"
Q6UB35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6UB98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,94217539",,,,,,,,,,,"14,47231167",,,,,,,,,,,,
Q6UB99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,742533",,"19,73453017","18,63648568","19,18454593","19,8966374","20,89095827","19,25707298","19,965031","19,67592978","19,54386316","19,95190852",,"19,06429808","19,73634134","19,48961881","19,83600659","18,94882589","20,37003343","20,46990938","19,41907349","19,14405481","19,89925682","20,20085035","20,07178316","19,44271647"
Q6UVK1,2394948,"9235153,375","7290457,25","1267336,75","1112201,25","3545971,5","20218979,5","4922644,5","1115243,75","11112347,5",,10444403,9576936,8016044,15805588,20493850,33381855,39931154,54670034,13182853,47895327,14349365,,169861920,149644039,76771720,61223368,40854602,84390741,68928407,52524384,17727721,22629593,18176016,80619678,93891726,63822453,49747301,85658659,24681964,21771240,23878469,44082903,13287290,13448462,49922321,42516092,13000495,23592590,42512452,59398359,328510,149640,180890,113220,118340,235240,311290,2454800,133230,108470,284010,59265,484040,226180,237260,46196,346950,56745,247800,276560,,,,,,,,,,,,,,"16,16519591","16,31423065","18,04869639","16,14148173",,,,,,"16,60436169",,,,"15,40584178",,,,"16,14633238",,,,,,,
Q6UW02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14658,0,0,0,0,0,0,132480,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6UW60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,48046373","18,52967351","18,59804022","18,54358403","20,17665324","19,38062517","19,02496277","18,91243784","19,40392273","18,99014742","18,98537146","19,51943607","18,32295271","18,56977944","18,13631066","19,28098596","19,08325269","18,50334496","19,83042634","18,97058258","18,51595589","18,36830929","19,43211415","19,21903316","19,47298583","19,71398576"
Q6UWB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,84212605","14,24071068",,,,,,,,,,,,
Q6UWP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6UWP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34376,0,0,0,0,0,0,0,0,0,0,262000,0,0,0,0,0,0,423900,,,,,,,,,,,,,,,,,,,,,,"18,68295303",,"19,16354306",,,,,"15,50606563",,,"20,35294751",,,,,,
Q6UX06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,70399,0,0,0,0,0,0,0,0,0,0,47828,0,0,0,108630,,,,,,,,,,,,,,,"13,60129043",,,,,,,,,,,,,,,,,,,,,,,
Q6UX71,10529158,"1527406,25",24148098,,,,"1337868,375",12400826,,"17157994,5",,45734021,44765141,116962714,92186491,22513613,51218904,81944358,92294798,70519285,72756766,100154175,49488996,81706223,59240725,69176260,75303087,59764524,72340643,101464912,85981466,61476307,63481984,42086222,59100320,49518445,73636457,16307248,45489260,109675988,110826694,66725389,54224462,39059796,28069366,46366825,45330232,45036100,35108375,72379246,43602058,2443500,2103100,2368700,2229200,1120100,1402400,1952000,1763400,2232700,2321300,916160,2384600,1366000,1625700,1856400,2636600,1970200,2482800,1593300,1937800,,,,,,,,,,,,,,,,,,,"14,14290108",,"16,14008588","15,92564832","16,06211785","15,15195626",,,,,"16,58706764","16,66549222","16,28387011","16,31217178","15,57481873",,"15,29817593","15,76208293","16,1565432","16,38525589"
Q6UXB8,240112962,"152689046,5",316509477,"218287653,1",86077480,192842440,"219958120,1",103889748,139011186,114692429,263387416,636683184,1141969129,625467335,615411355,901071956,643480791,924635263,1223977501,1003319141,1278407798,550537963,373092362,1450209936,1101637183,572433294,453270017,850366423,639672600,1607985011,1099816384,317907762,426601486,171612804,310802260,851116088,1184317726,778797212,835609751,1473890416,1194642071,2934262365,2909881993,1580551267,1275214204,1995809843,2191659700,784835841,557357194,532735915,368056288,1722200,308140,735500,668490,627500,411190,831730,880690,1106700,1089700,548090,621150,1391500,662980,2953600,681220,722030,807680,2334800,679660,,,,,,,,,,,,,"23,14244563","21,5890421","23,56523261","23,21317951","23,66704497","22,72472934","23,28807873","22,05893235","21,5083505","21,85141875","22,41743535","22,8264864","21,95151051","22,77828272","23,30425127","21,60257001","21,90634871","22,51764913","22,41536899","22,81175307","22,2369226","23,40976454","22,13770403","22,29503537","22,91653514","22,52984723"
Q6UXD5,"3002749,75","4666535,5",11751876,16833848,,"1276643,75",,4469902,,"1761718,5",,4055753,,,,2127186,1451318,3766052,,6424807,6065186,,,,2170530,9244244,3887759,16391328,,5975327,,9797560,4248874,4515507,4711075,6114488,,8304429,9906135,,6577776,,,,4515651,3046494,,,3399243,12001311,8961508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,62016481",,,"17,27654699",,,,"15,93768568",,,,"18,46232767","19,58082934",,"18,00413795",,"18,24536384",,,,"17,10095884","15,37796144",,,"16,13240545"
Q6UXG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,29667691",,,,,,,,"16,2142004",,,,,,,,,,,,,,,
Q6UXH0,,"1395917,875",,,"1258251,25",,"1305800,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,293980,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6UXH9-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2996323,,,,,,,,2216322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6UXK5,,,,,,,,,,,,,7287004,3784540,,,,,4773023,,,4856631,,6051944,2110493,,,,,9778676,,19121496,3633698,,4338585,10837441,3740591,,,,,4988425,5674798,2586483,3082393,14636604,,13888513,1964292,4688052,,0,0,0,0,0,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"16,1400628",,,,,,,,,,,,,,,,,,,,,,,,,
Q6UY14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,94960333","16,45068384","18,2524479","17,62985796","16,88555298","17,47295155","18,27090362","17,10096889",,"17,49613912","17,1426704","17,73554084","17,77360429","18,13336082","18,42147821","17,4596764","16,00718794",,"16,92805958",,"17,57212034","17,8626765","16,83187741","16,88995651","17,68310643",
Q6UY14-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184660,23639,52641,89185,191710,159370,58779,125350,95314,166330,101290,202580,97005,287630,238740,263250,67615,0,120550,203080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
