Accession,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,HPwt1,HPwt1.1,HPwt2,HPwt2.1,HPwt3,HPwt3.1,HPwt4,HPwt4.1,HPwt5,HPwt5.1,HPwt6,HPwt6.1,HPwt7,HPwt7.1,HPwt8,HPwt8.1,HPwt9,HPwt9.1,HPwt10,HPwt10.1,HPvar1,HPvar1.1,HPvar2,HPvar2.1,HPvar3,HPvar3.1,HPvar4,HPvar4.1,HPvar5,HPvar5.1,HPvar6,HPvar6.1,HPvar7,HPvar7.1,HPvar8,HPvar8.1,HPvar9,HPvar9.1,HPvar10,HPvar10.1,HC_M195,HC_M197,HC_M198,HC_M203,HC_M207,HC_M208,HC_M214,HC_M215,HC_M216,HC_M225,HC_M228,HC_M230,HC_M232,HC_M234,HC_M241,HC_M243,HC_M251,HC_M260,HC_M266,HC_M267,HC_M273,HC_M274,HC_M275,HC_M276
P35606,"3806761,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,51743297",,,,,,,
P35606-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,36596006",,,,,
P35611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35611-3,9536300,,"1564685,5",,5919175,,,"1839964,125",,3690529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10199575,5079669,,,,,,,,,,,,,,,,,,,,,,,,,,
P35612,,,,,,,,,,,,,26614502,,,,,,,,,,,,,20051054,,18587302,,3333048,,,,,5207589,,,,,,,,,,,,,,,,,,,"17,01524969",,,,,,,,,,,,,,,,,,,,,
P35749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,55013793",,,"17,27921581",,,,,,,,,,"15,40041981",,,"16,57306224",,"16,77109868","16,12977307",,"16,14889414"
P35754,"2254765,75","2027586,75","3756498,75",898931,"2722538,25",,"3835971,5","3330096,75","4550021,5",7658693,"7059420,688",,,,19688956,8713921,,,18196232,,2888430,22488054,,4928060,,17386632,14032013,,3337980,,8115055,,,,3599900,,6285717,12268605,12361921,23674202,7460672,12331938,12319138,19708960,4429681,,11827725,,,12018843,3302995,,,,,,,,,,,,,,,,,,,,,,,,
P35813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,71167583",,,"17,7152489",,,,"16,14343847",,,,,,,,,,
P35858-2,10618870728,6319388223,6141356174,2201819063,7700477854,1694982669,8905917607,9827868308,6818416943,6451533049,3968694877,24826677883,29051273747,38220434395,39803576961,26455504096,45536457460,20804892722,20069480853,27257395610,26238645722,39203292319,31573836062,37560021215,29043580371,30176305347,30319480408,24449565682,19124145976,32739374819,20183096755,23274284204,26828205243,18169337022,16839993061,28515592465,29091913753,22995389802,20278308133,25351715853,26517940460,19912238793,19117247338,21983455761,20830343760,25642060870,17418113811,31386905488,23746115234,31654343249,22876252301,,,,,,,,,,,,,,,,,,,,,,,,
P35908,72819106,"143567515,3",166081927,"55928618,23","194641004,3","258921248,8",252377431,"152333606,4","102196882,9","283521587,9","17047049,63",219056392,338368534,138908954,239079691,734755991,883430252,124816373,162813049,1235047693,1495414291,136329460,166160076,379966255,300562333,526347714,432381583,281705511,300596964,138826558,130029918,96315733,140776516,127787721,122083359,43644650,140883631,80693619,63955804,60865487,121340902,149989701,230848272,113968639,132436366,193491511,197671249,63578503,104398056,95101092,92950304,"17,55323903","17,08354995","17,90314222","17,06136025","20,53399088","18,34993065","17,70226291","17,82861311","18,66023473","17,88046444","18,89737459","18,75222532","19,039298","18,97150668","18,98290737","17,92718178","16,83479275","18,10197156","17,35370927","17,81908022","18,25062159","16,92597863","18,17214685","19,29483973"
P35913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,76363741",,,,,,,,,,,,
P35916,"23954663,5","32229464,69","46604925,56","24367894,31","25487472,78","18764179,5",56311942,87126104,"48910393,25",96927774,"32437976,5",259669323,242273591,213851204,192344981,246379834,141816552,289480333,305584900,265876601,276615634,430115703,318699084,342633606,206811467,271771883,216054311,98777918,148775677,355758175,255580818,131935429,241921103,148290625,186171957,264785875,289649788,218584541,151888491,267946906,311641084,253579163,240561317,174613799,79929071,210574363,99391836,350467332,199564366,199338429,166749817,"18,32898581","17,25257885","17,96930765","17,27861751","17,37999529","16,62869917","18,29542553","17,63751873","17,72800321","16,64768137","16,82449069","17,31495393","17,68608381","17,13097544","18,12393596","17,30540712","16,99894745","17,70879865","17,41851929","17,11997349","17,29408667","17,05703556","17,13816808","17,08142291"
P35968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,23849689",,"16,9918366",,"16,62254302","17,24569223","16,38612862",,"15,61237712","17,37611783","17,36731353",,"16,92189441","16,61777662",,"16,43953156","16,97130929","15,10789103",,"16,45871055",,,"16,43167424",
P35968-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35998,5415569,11984958,,"741674,1875",6454359,1918608,36095908,,79977016,"1290370,375",29741220,,,,,,1941983,,,,,,,,,,2900267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,94736859"
P36222,233632500,54757195,"9432353,5","8072971,875",43408496,14443868,38348976,37128982,50906195,9163712,50956443,140905082,232246217,38965542,24137732,123945967,93511777,58228518,81087279,18887104,56143927,85671720,96169991,91493136,47257934,125838707,98644774,22670358,45939711,44592525,29278933,51805541,65879201,82510889,128728717,48421975,124053218,20773983,5926324,66056206,26179979,164209906,186071114,101848600,106251365,54757208,33144316,94448522,65483231,91959940,52743064,"16,70208019",,,,"17,05522681","17,83713093","16,91369313","16,47323445",,"16,30190974",,"17,22508515","16,81418452",,,"16,94758575","16,11240619","15,59226166",,,"16,35792575","15,82660951",,
P36268-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,90317835",,,,,,
P36269-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36269-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,38605661",,,,,,,,,,,,,"16,12182074","17,00699323",,
P36871-2,353656740,"102576825,8","119403017,6","26606069,25","279128984,5","49049201,4","172460245,8","114710751,9","100567502,5",299201695,"245056691,8",,6811707,,,70856,,7331042,,6887339,,2912175,4960122,,,3923698,3962290,,451322,13002059,4228956,,1532589,,1611989,,5621798,,286350,97240,78047,199788,569280,,1246646,,,,91969,67089824,40544335,,,,,,,,,,,,,,,,,,,,,,,,
P36952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36955,7628231197,7167155978,14356982654,17246315929,20426168989,12570708174,8347727318,14760746075,10808837217,15128562842,4577494278,33267006509,31453740104,30129527929,31848121458,36287179339,91877114137,32638325187,38090667957,34988870501,37046570430,37689039245,31069801963,26805620577,20372172195,35336971205,29808605993,23246711294,20185174689,42303244535,27817192975,24476319470,23462400552,22075954754,26670683284,22309943897,28623612203,81446412461,27438293985,23060249572,24982463051,70143476034,23343215908,75021219436,26133248175,27686023534,18544405919,72300461777,22604797564,37676920248,25668069264,"24,75346778","23,95117322","24,88137809","24,25252911","24,83744517","24,80604487","24,94153644","24,74023489","24,33116819","25,06285947","25,02541091","24,78257201","24,43205512","24,82285379","24,81123881","24,9940404","24,58402652","24,65608072","24,4001688","24,55461077","24,54847782","24,72558256","24,73552213","23,62730485"
P36959,"80912248,75",42135572,"40794335,63","6794080,625",67993781,"7054008,625",64328204,90894770,"46539606,5","87550083,5",44671349,,,,,,,,,,,,,,,,,4582988,,,,,24447638,,4100004,,,,,4570735,,5581775,3294531,,,,,,,,,,,"14,7092844",,,,,"15,69301294",,,,,,,,,,,,,,"13,65410256",,
P36969,"62023393,5",23295496,"16932488,5",14067254,52970481,"10074287,5",26587996,"50347792,5",31584471,"36173998,5",59454744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P36980,1551438990,1114720880,1009907541,"159220159,5",2699019427,"331844739,3",973730576,"829840403,5",1171155056,3642598944,759472512,2713333380,3038398668,1396681904,1160915752,9671815673,5772260346,3726042452,3916816915,6997534707,8207565167,6257113102,4969675989,4079109200,2892082047,6691812219,3735921375,5394207978,4838109829,7747856382,5426434376,4223000814,5922947471,4054585096,4639194308,1896188896,2328641531,7266767963,6034901106,2305373101,1927248333,1938787812,1953328836,1819592020,1382030432,7040310344,4797179585,5005518504,3308735558,1867830397,1486467587,"20,74738997","19,33474941","21,20904508","21,34267742","19,65597338","19,07895943","19,10833298","19,58175049","19,28040759","19,47772196",,"19,40994779","20,81202003","20,03086916","19,09151176","19,97587569","19,57432325","18,88383826","19,82440647","19,80886669","17,78800913","18,65841607","20,40594683","19,84401553"
P37173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P37235,25045186,19867696,5483151,"39799866,5",25632819,"17124886,25","20259881,75",10853059,36278394,9509281,37775195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P37802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,09606291","16,13778751","16,72746018","16,11586562","16,05974113","17,18176515","16,40436825","16,85691744","16,59332071","16,47393577","16,78168728","15,97954508",,"16,30717332","16,35017418","15,85041719","16,748177","16,78668766","16,48817587","15,33416249","17,11462951","16,50760546","16,92386965","16,47630166"
P37802-2,4852223355,1197551751,1968736353,2137768760,5199667364,1485295044,1378192806,2014278403,1310070436,3535455768,1572621224,39444072,28699744,,8233847,47757408,65970108,45687284,49588280,36033208,50412600,68587550,45680565,,4246556,,4616337,,11769181,,4507257,,5147162,122242104,129260599,,98071688,293571008,,231765422,224679512,225334080,201820556,113798807,8051343,,,,,,74760264,,,,,,,,,,,,,,,,,,,,,,,,
P37837,"340042152,5","161702246,5","333610920,3","286062404,9","667233739,3","224131676,1","161330186,8","391050616,8","201864463,9","431740759,3",217862458,125607559,126910447,46751021,46738700,408009211,70927282,114669488,117208994,277190670,77412336,166096046,91488898,62087194,34429062,72050607,35720039,35251424,28327188,92172219,71422322,58245976,23934914,78910504,66742953,65329555,35488942,113384282,40121592,130343638,56377666,92501330,48788696,95651940,24700922,120290057,31107324,45916193,21744077,108416681,49561664,"15,97117888","14,36334325","16,52251534","14,39797825","14,56402584","15,1603079","13,64869962","16,36852359","13,96139588","14,99995763","15,25593287","15,39477518","14,45816557","14,71774303","14,74821243","15,38160058","15,16233082",,"14,48548699",,"13,67027287","14,79800137","13,67628868","14,60377635"
P37840,480066860,163192956,"250254970,7","205730318,7","481996446,8","207530899,5","288662454,3",321320645,"259169857,3","249079404,3","337250423,5",37546871,39216690,23670122,1597547,31072432,39364622,38210178,35683477,44665477,33985912,28314633,21076280,3117835,2528586,8978750,14371736,27152123,12169116,10774425,9850756,18578570,11729841,54666445,86382133,39305835,49470344,98458525,79431440,141907494,208636795,101953941,127212831,31469602,57448788,24258396,27341698,24548841,16056189,104665496,95628919,,,,,,,,,,,,,,,,,,,,,,,,
P38159,6914330,10547760,,"988626,8125","3543825,625","2634433,5",,,,,"5580327,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,78938729","16,80973624",,,,"17,87724546",,"14,34797354","17,71856412","17,54676735","17,52943004","19,69682216","17,12975442",,,,"17,56453747","18,37645002","17,05904454","18,7705629","17,17154947",,,"17,49662234"
P38606,4934706,"10238999,56","15099468,5","1661095,5","57408550,5",7885096,,36060408,,"65738729,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38606-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P38646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,89129399",,,,,,,,,,,,,,,,,
P39059,,,,,,,,,,,,,4923072,,4792962,,,,2976046,,10779050,,2742217,,,5264848,5444702,,,4748560,2502571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P39060,97118798,"55651623,94","29682210,13","45360147,06","48933451,75","31889836,66",65889254,"52127893,25","68640297,94",84817003,97203356,308572134,249211136,291268494,228014029,309796482,222342843,255191077,186420823,348162325,294823089,361286154,292395653,208288419,174544771,287517085,187282222,157236065,146481786,254623391,191449509,227612332,167519162,210107759,195073366,243041677,230083420,358752728,212075325,239161322,162837725,230355809,196629307,235242305,173756250,301081240,193944853,199298229,140828231,143574404,140543023,"16,41643721",,"16,30846978",,"17,85387439","14,42122237","15,81004935","16,43481134","16,1090189","16,70465977","16,9354697","17,56394263","17,37377592","17,24464884","16,60943435","16,34651423","16,29141023","17,2874142",,"16,92384433","17,15192056","16,80117472","16,58706764","16,84137429"
P39060-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40121,6363750,"1031255,813","3912086,25","1999644,313","6165825,875",,9049067,7355855,,"6095036,5",12821925,,,,7077448,,6050279,,5744831,,,7396126,11430701,,3239563,3769731,,8847610,18928884,,,,7503996,,,,7556090,,,,5874958,,,,3404771,,,12302185,14339856,,3437870,,,,,,,,,,,,,,,,,,,,,,,,
P40126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,5161396",,,,,,,,,,,
P40189,114536228,"57946241,5",82933406,"31437279,91",168419384,"24907943,81",107574514,71853476,102970856,137166493,40486649,340459314,357569379,313985867,328096801,206020330,203964011,279799912,304051239,389722903,357370509,323193549,398848233,230690938,177316001,254037164,195229459,256786163,194476311,353864518,202835526,119385072,107457080,143036272,139639610,199354648,204300129,223332950,164547768,175712941,182205321,196228394,131232802,164655736,114051606,239878979,151134670,170748341,186846462,82541235,91968821,"16,84955094","17,13993292","16,54101477","16,85194158","16,77728023","17,41691011","17,19939532","17,28877652","16,95351492","16,57599422","16,61991285","16,03119666","15,66152305","15,8296598","16,85106762","17,32295495","16,92019944","17,19550182","15,89710398","16,85270038","16,36758416","16,75274812","16,14200091","16,2536477"
P40197,191217559,101535347,"65814296,75","27336658,44",234394759,"26125909,41","157066313,8",178989561,108746630,"108396136,3","59480065,75",1260057687,1636555149,510115189,552603282,816464195,754439057,1321944168,1365304323,1649414441,1754303015,2061724057,1636037153,990350070,684635441,525681285,414252972,1197657710,753154169,1276738503,901651196,59062112,63918061,20156410,41307950,28391660,25814800,9090008,22489098,90574313,50841741,32717628,42489203,25303625,2941193,32545926,32856344,20534404,,,2773474,"20,78604767","19,87877695","19,82316412","20,78272798","20,00154771","20,39288306","20,35748319","20,35812174","19,47808403","19,96677977","19,965031","20,01579673","19,95123217","19,81700141","19,4654009","19,30950984","20,36185396","19,54142119","19,91454871","20,27780435","20,18132496","20,37130037","18,18188709","19,7324586"
P40199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,00685592","17,75175512",,,,,,,,,,,,,,,,,,,,
P40227,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520297,6348012,,,9601030,,,,4902781,,8221783,6708985,,3583356,,,,,,,2993670,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40227-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,69147573"
P40763,,,,,,,"335316,75",,2031278,,"5081851,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,06004379","17,28957269","18,46104856","16,72194665","17,41918294","17,6093234","17,69309731","18,38719644","17,40074336","16,85929253","17,92284295","17,53648948","17,27830125","16,94967589","17,40689939","17,90733218","17,51200453","16,06940077","16,96193394","16,61053437","16,54655502","16,65323217","17,75547192","17,1712024"
P40925-3,348335280,252413124,179021152,92821227,301885440,91962796,199177256,259257028,215601168,262514876,238613796,64233752,30192299,20205013,15878146,35297699,43367640,75057767,53450848,46515537,9329252,,19914600,,,8065474,8118227,19339559,8300838,17203218,3130912,15776958,20221196,35266152,30797387,19945161,8211566,59781292,23640867,69709658,40640901,46931486,37809358,21077640,20649124,28314530,24019707,46300160,2245836,83163670,63429931,,,,,,,,,,,,,,,,,,,,,,,,
P40926,"84506515,5",22614274,"933503,9375","4298426,063","2207936,75","1109075,203","1927616,75","42637796,31","35090262,25",28485368,"28337066,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P40939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,13797051",,,,,,,,,,,
P40967-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41091,55395660,14433933,35372727,1592233,"59089462,75","14097919,5",18244080,29288236,"4895400,875",54086376,,,,148784176,,94151568,,,,19091452,,196616296,,,,,,,145132464,,,,,,,,,,139667952,,,,,,,,,190583920,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,97223236",,,,,,,,,,,,,,,,,,,,,,
P41218,24744356,176570806,,"680863,3125",,"10928642,5","9726226,125",,"21061190,5","4984371,5","21686816,5",21904717,15102602,14794431,,7234839,319366,8769552,9482649,,,40225140,42387524,2440905,,,1507179,4309559,5221676,4982317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41222,"218716330,5","13773368,5","41325634,5","94768438,25",201661356,"30413595,25","57070203,5",282490840,63890156,"276602615,5",253976952,1408040371,1578891939,83148138,1640926348,2011536856,2265224204,1151773590,1238358457,99201682,1169122290,284747976,1577042598,213183904,162109032,182737834,152550252,1432343584,365269392,137516953,971237681,72914294,947807408,253762802,1497923060,2270171987,1339327120,1925861114,1591683630,409474583,178326485,352503968,140792043,234656572,4294154272,261556238,1379619137,407923456,169457008,1766186629,197455376,"22,96642048","22,51301023","22,6454068","22,23008143","22,41351466","22,64146874","22,68185678","22,47628245","22,57554397","22,40014971","22,32659795","22,06788038","22,29727511","22,32935913","21,74438746","22,38420679","22,05023165","22,57554397","22,14115069","22,1795708","21,85043643","22,36760429","21,67131707","21,69196839"
P41226,"342494611,5",112379354,68653927,"4919696,188",93488428,"20649869,28","143600964,8","139394367,4","170342662,4","137160245,4","155568376,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41240,"205979188,6",90773701,81682208,"8532078,5",116811747,"10532508,25",55281046,"155145020,5",61808230,"81114582,5","56942599,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,79145479",,,,,,,,,,,,,,,,,,
P41271-2,,,,,,,,,,,,26799224,,,,17931404,,32133674,40667072,40820320,24215778,10079831,6292730,,,,,,,27817574,24762802,,226823376,,,,190006288,11405971,6955519,,90106656,,,,324569024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P41439,,,,,,,,,,,,,6712472,,,,,78560043,63531651,,,,4233902,,,,,4338516,,12506321,6912673,,,,,,,,2519629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42126,"164160,3594",,,,"319759,0625",,,"442979,4063",,,,4156132,14231380,,,5926088,5437183,1723395,4495358,,5454038,,22246445,8456310,12595262,8255612,8069873,14740519,2736882,7172327,4121030,,10166092,8574917,15752809,4065757,5159676,,1371537,,,,,,1605179,4465831,3432629,3352696,,22353470,,,,,,,,,,,,,,,,,,,,,,,,,
P42166,14451432,,,,"6112527,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42574,27243290,21454306,10054341,"3539635,75",44019656,9388190,"24024844,63",22931991,"17375268,5",17323162,"19313347,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,76054634",,
P42679-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,61220175",,,"14,90819176",,,,,,,
P42765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P42768,98483416,73621243,16718131,31123393,68976014,"32656176,75","21097007,5",39099526,14687891,32696401,"32898555,5",11400150,,,4195439,11676305,,10775352,,,,,,6363095,,,,,,,,,,19192822,,,,,3109670,,,,3097607,8070941,,,,9008426,,4685488,4869889,,,,,,,,,,,,,,,,,,,,,,,,
P42785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,31925409","18,15912766","18,31118542","18,63211821","18,83597905","18,43651058","17,9343973","18,33999317","18,10197156","17,83996242","18,55485052","17,66615732","17,66903312","17,14964003","17,98570009","17,21195191","17,70817497","17,73679757","17,81675095","17,18664083","17,77816846","18,16236785","18,11994573","17,44906838"
P42785-2,"21450710,5","1719382,75","3219619,5","2319283,75","7125236,656",2996811,"1518330,875","11647619,13","6928336,5",3712694,"3822507,25",42395572,85802789,84252255,104742354,50424134,113947436,44287064,68368872,34589615,64771815,97788264,78485996,127996834,83634496,135409372,118602920,72894692,63552022,68792428,62126330,115552953,99334134,112831668,114416343,81912622,107607460,59745046,47839964,89065368,100497826,79857177,99589524,77303380,75422645,65420405,46545113,56480766,54850745,107944321,83246301,,,,,,,,,,,,,,,,,,,,,,,,
P43003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,13108123",,,,,
P43034,177417070,"114443924,8","75176015,5","26141817,5","108846579,5","21648036,63","103339648,8","98049668,5","106598909,3","120988751,8","148936126,3",16211306,,,13545153,13204703,10043873,,13049137,,16736592,,12317507,,,17967156,,19205186,,10267572,12419304,,,,,,,9664531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43121,290898152,165049871,"152811397,5","129629747,8",271085841,"49488051,25",239760447,"308162358,5",278462485,440679954,282233607,1072371216,1033610547,1411370984,1484682968,917797873,1148329074,1151928221,756429374,1306662775,979671959,1040586836,725119841,810712664,566467409,923018214,716582408,1030204532,486295528,916899456,422917964,992823389,1079474645,1088287504,1320275251,958302572,1169096660,1048387702,588704812,732883882,579607068,790618045,685356252,580014545,414037424,852503318,529770151,939493332,631226507,799591692,379104150,"19,69100148","20,25585594","20,80305557","20,2623626","19,87331243","20,25185263","20,37328678","20,24344731","20,10755371","20,24243789","19,74204385","20,11277064","20,35390363","19,89425024","19,85425629","19,87636276","20,49455562","20,63263479","19,85768255","19,71886424","19,57353021","19,76941928","19,80701839","18,98540892"
P43246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,23359036","23,23836191","23,81378679","23,32167844","23,00252391","23,12955611","23,11679308","22,90493701","23,22213037","23,18136578","23,37646956","23,0215205","23,08133913","23,16107754","22,54737087","23,11615981","23,18573147","22,94583145","22,76755351","21,73191322","22,35135827","22,53408555","22,31943213","22,44553902"
