Accession,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,HPwt1,HPwt1.1,HPwt2,HPwt2.1,HPwt3,HPwt3.1,HPwt4,HPwt4.1,HPwt5,HPwt5.1,HPwt6,HPwt6.1,HPwt7,HPwt7.1,HPwt8,HPwt8.1,HPwt9,HPwt9.1,HPwt10,HPwt10.1,HPvar1,HPvar1.1,HPvar2,HPvar2.1,HPvar3,HPvar3.1,HPvar4,HPvar4.1,HPvar5,HPvar5.1,HPvar6,HPvar6.1,HPvar7,HPvar7.1,HPvar8,HPvar8.1,HPvar9,HPvar9.1,HPvar10,HPvar10.1,HC_M195,HC_M197,HC_M198,HC_M203,HC_M207,HC_M208,HC_M214,HC_M215,HC_M216,HC_M225,HC_M228,HC_M230,HC_M232,HC_M234,HC_M241,HC_M243,HC_M251,HC_M260,HC_M266,HC_M267,HC_M273,HC_M274,HC_M275,HC_M276
P43251-2,902317976,"619556516,3",1094728272,"192674855,6","968638789,8","289838224,9",1419879955,1186592649,909693309,1017017792,1223048426,3776826229,4235396940,6655438035,6204400040,4544952298,6838667633,3175125705,3048412475,4337624707,5009511107,5709419602,5054052228,6089499097,4325334212,5694888420,5291334288,4566533496,3917768424,4785914738,2919994231,4352604150,5394751151,4226962588,4701529314,3705514868,4375542160,2909318218,2144640349,3589867613,4507281731,3784976337,3191662975,3521771443,3208186905,4836739419,3547480842,3013002957,2409963904,3928081502,2931356561,,,,,,,,,,,,,,,,,,,,,,,,
P43251-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43487,"104044624,5","45777321,5","32936608,5","40155794,88","105968992,5","65955462,5","57278401,63","67433834,25",57285769,"65495360,13",76726520,,6101766,,,,,,2488931,,,,,,,,,,3130985,,,,,,6425299,,11569212,9054530,15018959,6944508,22433220,15988983,15816480,6216274,3079041,10654002,13094385,,3780132,11918050,14865957,,,,,,,,,,,,,,,,,,,,,,,,
P43490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P43652,52859733962,25057037770,40959404372,5887830461,27551343121,5679092156,26711815363,37331380856,23639751133,34138466655,20526808684,107525000000,103581000000,124895000000,112866000000,112812000000,103899000000,83052961113,75184929694,98883581962,84672268795,168459000000,130544000000,123011000000,80802408342,140719000000,117566000000,101862000000,68366800751,91858814871,56612668766,110138000000,98859562462,104868000000,80278265896,120003000000,99482428685,98789674022,68998388591,126485000000,108332000000,104575000000,89803193924,118892000000,62047100535,98727233982,65963938714,93882386944,58945163087,132405000000,74930716151,"26,25292304","26,1458443","26,36134319","26,32190981","26,35455793","26,41036943","26,56315869","26,03445354","26,2292701","26,425488","26,0625837","26,34511204","25,63889752","26,33171534","26,3614251","26,27379265","26,33531706","26,03285491","26,47489265","25,96962149","26,15704377","26,29677583","26,28070962","25,70093734"
P43686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P45877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P45954-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P45974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183595,,,,,,,,,,,,"16,39024763","16,43157647",,,,,"15,99677294","16,57048037",,,,,,,,,,,,,,,
P45974-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,06852425",,,,,,,"14,91834146",,,,,,,,
P46060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,02749514",,,,,,,
P46098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,17197072",,,,,,,,,,,,,,,
P46109,"145807842,1","97583800,38",169406906,"49657777,16","954325084,5","46530864,05","59950115,75",596064968,"121866799,3","273477562,9","119599097,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,17922687",,"13,94212665",,"15,00996262",,,,,,,,,,,,,,,
P46531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,48062683",,,,,,,,"15,08306513","15,46984165","15,3218536",,,"16,14609233",,,,,,,"15,3853792",
P46734-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,80082751",,,,"14,78161709",,,,,,,,,,,,,"14,93317518",,"15,79833544",,,
P46940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,36571572",,,"15,80218832",
P46976,,"6183539,5",,,7472584,"520308,5",3556187,,"3887081,75","1968813,25",6148410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47755,28797436,"84583680,5",19203722,"25635687,25",44245662,"42670461,75","65576685,5",22897834,"51251465,5",9383938,98361103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,2147111",
P47756,"906260333,3","490496368,5","254334229,4","62634427,53",651466633,"66846451,56",392050162,"490061633,5",388344445,"329905071,5",475882180,,5072509,8598039,24039258,,27780685,,8968922,,12982729,27301992,21404370,,,3339983,,6439562,6428431,,6223160,,7095144,7924540,9555386,,17245459,15825763,,15500264,23621899,10127352,7985767,4861146,,14401574,3238022,,10552371,10755297,,,,,,,,,,,,,,,,,,,,,,,"15,42335694",,
P47756-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47929,,,,,88532288,,,"1407478,5",,"2350483,25",142666192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P47989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48059,1003641456,639816064,433587972,"31371013,44",1144891133,"54425022,06","831766216,5","779289714,8",706648710,"821464817,8","514601646,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48059-3,,,,,,,,,,,,,15189317,,,,,24646798,22899486,24367422,34509752,9459653,,,,,,3899882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,06922362",,,,,,,,,,,,,,,
P48147,17155654,,6901944,,13779005,,,12536634,,15385457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,14119893",,,,,,,"17,4329193",,,,,,,,,,,,,,
P48357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,51481484",,,,,,,,,,,,,,,,,,,,
P48357-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48426,152966783,65180335,"74726580,69","58433874,88",180794360,"93048775,5","100558440,5","59405051,63","109682455,3","130582411,5","49082948,75",,,,,,,,,56908592,,,,,8760054,,,,12041874,5051102,,,45132236,182179600,,,,,,75389008,,104470992,,,,235449536,19180498,,16694855,,,,,,,,,,,,,"17,24970945",,,,,,,,,,,,,
P48444,8822059,24533860,5962250,"3692325,75",,3162022,,"3566598,5",,"5217698,5",66436556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48506,,,,,,,,,,,,,3495255,,,2789161,,,,,2627091,,2948335,,,,,,,,,4566950,,16772079,,,4004494,8729086,4923263,,6009435,,7692253,4166741,,8144853,,5830540,,72431323,6068018,,,"17,09170518",,,,,"17,48192927",,,,,,,"15,37702323",,"14,98356621","15,34972782",,,,,,
P48507,,,,,,,,,,,,,,,19333028,,5172791,,,,,,4360430,,3676707,,,,,,6080165,,,,3547427,,,4168415,3999768,,16412593,,,,,6271038,8069875,,,13090927,18403352,,,"16,99861581",,,,,"16,15626067",,,,,,,,"16,05830829",,,,,,,,
P48556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48637,181946714,"605446890,1",50984317,"24081501,06",161800582,12946029,625653632,60163522,1025441152,121777512,,145807434,181370569,127524514,100967141,168312677,138842164,195096108,80622242,231529172,85401244,250745379,239600490,150697507,111399846,156908496,131198034,196393193,86465714,257823158,66166349,51145118,83178394,57747085,123753924,99783528,68341550,78770347,61156013,117488193,,91510730,84379720,93806830,3424241,69330419,107109989,104986392,86277492,125557978,93353287,,,"13,61471873",,,,,,,,,,,,,,,,,,,,,
P48643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,70817766",,,"18,48067806","17,64887054",,,,,,,,"18,15895024"
P48723,,,,,,,,,,,,,3927545,,,,,,,3848921,,,,,,,2151845,,,,,,5281810,,3459634,,,,,,,,,,4599218,,,,,9102000,3700672,,,,,,,,,,,,,,,,,,,,,,,,
P48735-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48739-3,72989365,"41696167,25","51266404,5","21151921,81",88357570,"25039837,25","29702347,5",70048698,54700214,52306040,16886851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48740,490303688,298108712,384164240,"34125041,13",294471536,"5661954,156",294444592,543184464,549956160,658640880,295255217,1025306268,1227188608,2461497688,1762716192,1920884512,2341739584,1692755152,1425944704,1993792720,1920064928,2460321536,2061300368,2516292768,1956617920,1966671536,1892000480,1768715984,1179789504,2185690928,1363804424,1955559776,1722553280,1211704896,935164352,1193548336,963740672,1193394384,846171360,1942299648,1971409664,1787560544,1480643648,1490633728,1104491472,1217317616,868794976,1619450464,1117094800,1474888160,967920176,"21,34993612","22,29058181","22,19761192","21,82046645","21,95086304","21,70233228","21,75876688","20,89316183","21,47465532","21,17566889","21,78612362","21,43780917","20,96929529","21,21785158","21,49556173","20,52136748","20,92240846","21,22880166","21,12984772","21,44702717","21,39368671","20,73774016","20,8402958","21,36184925"
P48740-2,"233166022,9",14378411,"6568126,25",19228564,35288967,"19316655,75","15110464,38",60121597,27255485,"77505368,56",8047213,526461568,702041416,1061421423,848707650,557832586,614381572,471840494,410381328,626699117,565592404,734958390,625973824,684795648,460845436,658716560,542832760,470164740,340042490,459002376,489544317,857038294,783180343,849728052,642979340,928016369,854453860,583999753,281901859,695837943,566799338,254442446,357394178,411013376,106299504,486796018,336547024,753481797,509382626,388742467,383051780,,,,,,,,,,,,,,,,,,,,,,,,
P48740-3,50785876,53895996,67244854,10996773,52592118,"25066008,5","33797063,75",67141084,51811171,89994560,"45288410,5",121610648,154543568,148232464,197803104,179784348,140431444,116452296,164197552,74912960,199055360,280597896,203950360,307381048,135322724,255691984,203055188,85188066,73109649,149932668,110342684,138819296,124001239,141937680,104505584,195440852,126613012,93518032,121259948,231514808,192818012,165022616,183027180,146291812,81349867,118396072,97431308,264859164,116295028,131725330,94672556,,,,,,,,,,,,,,,,,,,,,,,,
P48741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P48960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,30844451",,,,,,,,,,,,,,,
P48960-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49189,,6045433,,,,"752707,4375",,,8546219,,,,,,,,,3497439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11561813,5985834,,,,,,,,,,,,,,,,,,,,,,,,
P49247,,"1635818,25",,"1046554,188",3965394,"1703651,563","1091877,75",1515460,"2587697,25",,"1523048,25",,,,,,,,,3031665,683449,,,,,,630444,,,,,,,3254229,7775753,2759320,4519211,3038738,2601214,6132242,7875464,4658656,5558588,,1439245,2537607,,,,5918335,4681277,,,"14,48600686",,,,,,,,,,,,,,,,,,,,,
P49257,32708436,21215218,208170499,14383595,254880680,14005571,13893147,81591162,"7512665,5",47118990,6479938,,26177440,62496342,91187050,,19090990,,,,,27838392,,58420313,50869146,13338834,13555744,31066293,,27204816,,,,34236924,29238216,4741655,4096581,28621617,24835212,71981458,87799428,26898752,16189198,8318008,,65112166,58883800,15845193,3584809,15385331,,,,,,"17,23440943","16,3815992",,"17,42206854","16,85855856","16,76329373",,,,,,"16,77752314",,"17,3457799",,,,,,
P49321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,13031676",
P49356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,92093686",,,,,"14,63301711",,,,,,,,,,,"14,01174804"
P49368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7718390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49407,67257366,20775877,"32405090,25","4543137,5",62786291,"4085920,25",22317752,"37631737,5",22271338,54748285,24908738,103594,843476,,516599,,683504,,,,,141366,734303,4127212,2845539,406298,650422,4349101,4301495,614244,540374,,198063,,127659,,184981,,274779,,,,,,622511,,140458,,,,314377,,,,,,,,,,,,,,,,,,,,,,,,
P49407-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,51343678",,,,,,,,
P49419-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,41617582",,"14,1248435",,"15,12069968",,,,,,,"14,79150898",,,,"15,48340318","15,85071436",,,,,,
P49588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49588-2,"30930448,25","9883680,75","10250077,5","1066277,406","22585333,5",6471161,"15476434,5","16286612,5","13131016,25","27909789,25","17160260,47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49641,"1053983,375","1201580,625","2388206,25",,"2523920,25",,4058870,"5258127,5","6267696,5",5020082,3199148,26276260,31813751,33449344,61018671,49041215,62495080,18652710,33077507,46739329,56311456,64146515,45364215,58568099,48016061,58539331,64015796,38338318,44171101,40232111,23454658,19585966,47699856,31670557,43556142,38781222,27845372,21152190,13495287,31634145,23235776,37467271,31166635,40401113,32905398,30782343,20761484,60224505,37482042,24673458,31752194,"16,05235269","16,46583038","17,66261038","16,99333077","15,0947745","17,51445543","18,94857617","16,17872768","16,87814284","15,81421954","17,41301127","18,12842561","17,29890098","17,07609425","18,23782899","16,76753939","17,09171536","18,47573112","16,26642822","17,23752452","16,88523274","16,83084636","16,80064812","16,35280053"
P49720,13132216,,"5623337,5",,11653613,,,8066433,,13123433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7264651,,,,"16,74439489",,,,,,,,,,,"16,90162624",,,"16,91128319",,,,,,,
P49721,13217658,"23737495,91",,,,"738148,0313",32203376,,22220570,,31351385,,38488404,,,,,,,,,,4341012,,,,42084032,,,,,,,,,,,,,,,,,,,3089893,,,,6524243,,"16,81247371","15,78785141","17,14750979",,"15,40931108","15,72587749",,"17,11828522",,,,,,,"16,10506143",,,"14,93779946",,,,,,
P49746,,,,,,,,,,,,,,,5805645,,,,3386114,3988755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,13160377",,"17,91588546",,
P49747,1111116341,"877626939,2","382954579,8","57341858,22",661173641,"15309011,56","778019541,7","800507846,4",736949347,1094711720,"865586008,6",2897885052,3658556111,6174310457,5585104361,3592793943,1938988773,4669085391,4545567285,3117192023,3502648189,4622226818,3426828535,3879099502,1749024750,3502552088,2272644851,2592839070,1150977549,3918271572,2885621238,2699576378,1834056930,2056094644,1400685913,1768253795,1245387238,3674161255,2425443548,2705667459,1321176919,2331761498,1697863001,3967073511,1450271748,3280711134,2264446144,2665304257,1342183072,1453660032,1293870846,"20,91243053","20,9919346","21,08891987","21,16625903","21,09637562","20,48617588","20,89523029","21,31656281","20,8298101","21,09974226","20,78073795","20,20004033","20,6341543","20,70604426","21,34416841","21,26448728","20,663083","21,29220437","20,7483325","20,22762745","20,68023221","22,17256001","20,69156628","20,48838695"
P49748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49748-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,57253103",,,,,,,,,,,,,,,,,,,,,,,
P49767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49841-2,,"4173381,25",,,,,3444347,,"5688661,5",,9060305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49903-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49908,1665431063,1017967407,350890923,"704838075,8",1070017356,"516504613,8",1039966024,1182731968,1300844219,396986672,1351416594,3371072665,3210091784,5025319079,4276882104,3990425416,4905814731,3062013086,2957215206,3547183851,3241043694,4933607941,3947194137,4812127681,3721853415,4111506893,4032627772,2557518975,3805008361,3356037844,2057656875,4795635834,3252445622,3165961968,2549990442,4384544952,3881247900,4620241673,3132405276,4332465973,4698565875,4555597470,4734070714,3873183500,3470310599,4115087639,3075386828,4122364084,3351177202,1914831658,3212215661,"21,61217386","21,79210838","22,37720101","21,24332614","21,74139364","21,25218831","20,62467284","20,99585433","21,38507394","21,15998281","20,82265966","21,45852381","21,0363648","21,19392761","20,90873115","21,14467051","21,37621477","20,51445515","21,24808466","20,25994946","21,59136436","20,62617059","20,75249982","20,62138071"
P49913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,45916049",,,"16,07679518","15,39092094",,"16,55739202","15,30002946",,"14,58948015",,"14,95288779","14,30160748","14,41345766","13,9653405","15,25467427","14,37525077",,"14,44419354",,"15,54335556","15,89287614",,
P49914-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50148,28610854,"6721410,75","3860741,938","1270639,75","10747045,75","1195777,875","1786145,25","4346767,5","4001892,25","32327889,5","1463367,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50225,13848296,6627750,"2751616,25",3835685,28250152,"7466140,5",8322836,15498985,7458757,13540753,4514613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50281,,,,,,,,,,,,,13088013,8099680,15986170,8425542,17506740,87171248,4327154,4805850,12326030,25896548,21212308,,8073840,,,7594178,6896447,10780555,4574586,,6604712,,6982997,,,,12204564,2970102,,,4889601,9149657,5210358,,7049140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50395,"573042963,4","247522826,1","177841097,9","87929602,69","374883845,4","75689650,99","137943100,4","266053421,6",188665212,638363195,234980398,65320095,73462736,18009433,40008763,59520240,88703420,57069740,46250750,86793018,51048267,30538377,47822621,16738976,3519209,45087451,23289582,35522533,21134712,38061141,21845445,3909778,48901528,52964064,80887494,12879815,31968277,86795215,50672088,91519860,119550650,54129302,66136411,11048078,33781277,37503413,27790643,43462116,33363896,118923975,71427943,"17,30092118","16,95640318","17,87051701","17,09666649","17,1975183","17,98456328","17,3697259","17,96124486","14,77908151","17,03213617","17,23190432","16,60040331","15,64329017","15,72791258","17,65414356","16,48203853","17,32088218","16,4334556","17,62497704","16,35044105","16,58249331","17,22689264","16,68386745","16,76364635"
P50440-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50453,21831382,"66403442,5",20576275,"4653386,375","42327405,75","6335464,5","81022022,5",37181930,58614149,"40951760,5",74914999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50502,"197998353,3",157817089,"49956388,25","120984520,4",188190352,"101368329,4","156122399,5",111760084,185755375,159429412,"127886742,5",12281874,8836090,,,,,,11906755,,,35137620,5955681,,,,,,,,,,,3661588,24615417,64838415,4911680,28992467,22292063,46357478,50278015,32248447,28875866,,3973299,11766306,,4109463,,59099646,26794199,,,,,,,,,,,,,,,,,,,,,,,,
P50552,486947398,"344843238,6","303071213,6","403722795,3","534340797,8","184624782,4",306379704,"586775895,1",315354404,"578200648,5",420871839,3431360,4834399,,,7862477,6421858,43712038,24664275,3635196,7955953,16571549,89865551,,43283028,,,,1438577,2384266,,,,,,,3757640,,16077908,,,,32624356,,2010761,,,,2653671,2293112,18742854,"17,64539623",,"17,96204552","16,96441047","16,76759862","17,44497987","15,79526323","18,31109722",,"16,40216397","15,93768568","16,24472085",,,"16,78836184",,"16,95468361","16,32767938",,"16,10648362","17,040268",,,
P50570,"3859839,5",21921640,,,29857710,,10065911,"2611672,25",34833888,,"31527681,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50570-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50895,,"413540,1875","799059,6875","1817604,5",,"2375709,969","1917714,375","1725264,5","1518933,625",,28935360,23190094,,,,23137130,9627228,47390744,,62947815,8686467,,5313757,6061198,9038220,7142409,,,2461535,,31423664,5645610,12666275,5637804,5336405,,4224987,87409378,63215092,,8438141,,,3972831,5220621,16948682,,16136947,,20850048,15488961,,,,,,,,,,,,,,,,,,"16,46475694",,,,,,
P50990,"284076044,8","72888520,5","105027611,5","17706029,5",223738684,"21962010,5",45920292,154936346,"74091100,25",232244163,56699381,,,,,6359761,,,,1635039,,,,,,,4245391,3898648,,,,5840409,4556955,18373351,6266658,19936581,4606952,,6571740,23165229,5561583,7356174,,9069614,,,,4077667,,,2100883,,,,"16,00299454",,,,,,,,,,,,,,,,,,,,
P50991,,,,,,,,,,,,,,,,4581836,,,,5870750,,,11191559,,,,,,4214599,7413604,,,,,8462252,,,,,,19748732,413993824,,7896839,,382103904,,12859613,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50995,"49774528,06","6170881,375",,,5786998,"600322,5625","5532558,5","16690369,75",7057833,,11857876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
